user_id,track_id,timestamp,play_count,time_of_day,user_mood
user_29,track_9,2023-12-27 10:51:13.027715,6,10:51,Melancholic
user_15,track_90,2024-04-29 10:51:13.027715,5,10:51,Dark
user_33,track_16,2024-03-25 10:51:13.027715,9,10:51,Melancholic
user_7,track_69,2024-03-05 10:51:13.027715,9,10:51,Dark
user_12,track_61,2024-05-11 10:51:13.027715,1,10:51,Calm
user_49,track_10,2024-12-09 10:51:13.027715,3,10:51,Melancholic
user_30,track_50,2024-06-15 10:51:13.027715,9,10:51,Dark
user_21,track_3,2024-08-27 10:51:13.027715,2,10:51,Melancholic
user_31,track_77,2024-11-26 10:51:13.027715,4,10:51,Melancholic
user_24,track_94,2024-06-05 10:51:13.027715,4,10:51,Dark
user_20,track_70,2024-11-15 10:51:13.027715,2,10:51,Dark
user_37,track_81,2024-03-26 10:51:13.027715,3,10:51,Energetic
user_4,track_51,2024-05-07 10:51:13.027715,3,10:51,Melancholic
user_28,track_19,2024-09-29 10:51:13.027715,1,10:51,Happy
user_44,track_42,2024-08-20 10:51:13.027715,6,10:51,Melancholic
user_20,track_35,2024-02-28 10:51:13.027715,8,10:51,Melancholic
user_24,track_46,2024-11-29 10:51:13.027715,3,10:51,Dark
user_50,track_26,2024-08-01 10:51:13.027715,5,10:51,Melancholic
user_49,track_69,2024-12-11 10:51:13.027715,1,10:51,Romantic
user_32,track_93,2024-05-26 10:51:13.027715,10,10:51,Melancholic
user_41,track_64,2024-11-29 10:51:13.027715,7,10:51,Romantic
user_36,track_37,2024-10-17 10:51:13.027715,10,10:51,Happy
user_34,track_84,2024-10-18 10:51:13.027715,1,10:51,Dark
user_36,track_49,2024-05-05 10:51:13.027715,9,10:51,Melancholic
user_2,track_21,2024-09-06 10:51:13.027715,8,10:51,Romantic
user_15,track_74,2024-07-31 10:51:13.027715,7,10:51,Romantic
user_34,track_64,2024-09-04 10:51:13.027715,10,10:51,Romantic
user_36,track_5,2024-05-10 10:51:13.027715,7,10:51,Calm
user_6,track_100,2024-09-04 10:51:13.027715,5,10:51,Energetic
user_39,track_70,2024-11-20 10:51:13.027715,5,10:51,Happy
user_42,track_90,2024-09-04 10:51:13.027715,5,10:51,Melancholic
user_12,track_4,2024-04-04 10:51:13.027715,1,10:51,Calm
user_3,track_39,2024-05-02 10:51:13.027715,8,10:51,Melancholic
user_45,track_35,2024-10-02 10:51:13.027715,1,10:51,Melancholic
user_18,track_1,2024-11-12 10:51:13.027715,4,10:51,Dark
user_40,track_24,2024-09-14 10:51:13.027715,9,10:51,Dark
user_21,track_57,2024-12-18 10:51:13.027715,9,10:51,Dark
user_15,track_100,2024-06-27 10:51:13.027715,5,10:51,Calm
user_33,track_70,2024-03-17 10:51:13.027715,4,10:51,Melancholic
user_35,track_41,2024-02-08 10:51:13.027715,3,10:51,Energetic
user_26,track_54,2024-05-12 10:51:13.027715,3,10:51,Happy
user_8,track_46,2024-02-13 10:51:13.027715,5,10:51,Dark
user_36,track_60,2023-12-25 10:51:13.027715,10,10:51,Dark
user_48,track_60,2024-05-09 10:51:13.027715,1,10:51,Melancholic
user_30,track_57,2024-03-10 10:51:13.027715,5,10:51,Melancholic
user_23,track_31,2024-07-27 10:51:13.027715,6,10:51,Calm
user_42,track_84,2024-03-22 10:51:13.027715,7,10:51,Calm
user_44,track_24,2024-06-09 10:51:13.027715,9,10:51,Dark
user_14,track_89,2024-10-15 10:51:13.027715,3,10:51,Melancholic
user_14,track_36,2024-09-03 10:51:13.027715,2,10:51,Energetic
user_2,track_85,2024-12-20 10:51:13.027715,3,10:51,Happy
user_37,track_30,2024-01-09 10:51:13.027715,9,10:51,Melancholic
user_5,track_24,2024-01-28 10:51:13.027715,7,10:51,Melancholic
user_38,track_30,2024-02-10 10:51:13.027715,9,10:51,Romantic
user_45,track_86,2024-01-09 10:51:13.027715,2,10:51,Calm
user_41,track_92,2024-09-20 10:51:13.027715,5,10:51,Happy
user_47,track_7,2024-07-25 10:51:13.027715,4,10:51,Dark
user_14,track_35,2024-02-17 10:51:13.027715,2,10:51,Melancholic
user_39,track_55,2024-08-09 10:51:13.027715,9,10:51,Dark
user_25,track_92,2024-04-21 10:51:13.027715,9,10:51,Melancholic
user_20,track_14,2024-04-25 10:51:13.027715,6,10:51,Dark
user_2,track_10,2024-11-23 10:51:13.027715,6,10:51,Happy
user_39,track_80,2024-11-14 10:51:13.027715,8,10:51,Calm
user_6,track_16,2024-05-09 10:51:13.027715,6,10:51,Happy
user_17,track_54,2024-11-18 10:51:13.027715,1,10:51,Romantic
user_25,track_95,2024-05-15 10:51:13.027715,4,10:51,Energetic
user_28,track_89,2024-12-18 10:51:13.027715,7,10:51,Calm
user_2,track_77,2024-02-06 10:51:13.027715,2,10:51,Happy
user_35,track_70,2024-05-18 10:51:13.027715,9,10:51,Romantic
user_37,track_44,2024-10-10 10:51:13.027715,8,10:51,Energetic
user_5,track_73,2024-12-20 10:51:13.027715,8,10:51,Romantic
user_1,track_45,2024-01-24 10:51:13.027715,7,10:51,Melancholic
user_40,track_100,2024-08-12 10:51:13.027715,4,10:51,Melancholic
user_12,track_56,2024-08-28 10:51:13.027715,2,10:51,Dark
user_36,track_84,2024-09-21 10:51:13.027715,3,10:51,Calm
user_45,track_82,2024-10-23 10:51:13.027715,6,10:51,Melancholic
user_23,track_57,2024-06-13 10:51:13.027715,5,10:51,Romantic
user_47,track_21,2024-01-24 10:51:13.027715,8,10:51,Calm
user_31,track_68,2024-06-04 10:51:13.027715,6,10:51,Melancholic
user_11,track_50,2024-11-28 10:51:13.027715,6,10:51,Dark
user_10,track_33,2024-07-04 10:51:13.027715,1,10:51,Happy
user_3,track_91,2024-02-28 10:51:13.027715,4,10:51,Dark
user_14,track_7,2024-08-13 10:51:13.027715,5,10:51,Energetic
user_16,track_70,2024-02-02 10:51:13.027715,3,10:51,Melancholic
user_10,track_15,2024-08-28 10:51:13.027715,9,10:51,Energetic
user_29,track_82,2024-02-04 10:51:13.027715,1,10:51,Energetic
user_10,track_32,2024-03-24 10:51:13.027715,6,10:51,Romantic
user_12,track_75,2024-05-26 10:51:13.027715,6,10:51,Calm
user_30,track_20,2024-05-13 10:51:13.027715,10,10:51,Romantic
user_41,track_88,2024-12-04 10:51:13.027715,5,10:51,Melancholic
user_1,track_15,2024-09-02 10:51:13.027715,5,10:51,Energetic
user_5,track_48,2024-08-06 10:51:13.027715,10,10:51,Happy
user_20,track_71,2024-11-07 10:51:13.027715,5,10:51,Energetic
user_8,track_21,2024-12-23 10:51:13.027715,6,10:51,Happy
user_43,track_42,2024-09-25 10:51:13.027715,8,10:51,Romantic
user_12,track_26,2024-08-04 10:51:13.027715,2,10:51,Romantic
user_1,track_14,2024-02-08 10:51:13.027715,6,10:51,Calm
user_20,track_57,2024-11-16 10:51:13.027715,1,10:51,Energetic
user_28,track_37,2024-03-06 10:51:13.027715,4,10:51,Dark
user_43,track_58,2024-08-07 10:51:13.027715,10,10:51,Romantic
user_37,track_21,2024-01-03 10:51:13.027715,3,10:51,Romantic
user_47,track_82,2024-01-26 10:51:13.027715,9,10:51,Calm
user_37,track_69,2024-04-09 10:51:13.027715,3,10:51,Happy
user_12,track_3,2024-07-16 10:51:13.027715,6,10:51,Calm
user_37,track_87,2024-06-29 10:51:13.027715,1,10:51,Energetic
user_49,track_90,2024-12-14 10:51:13.027715,6,10:51,Melancholic
user_49,track_37,2024-04-07 10:51:13.027715,4,10:51,Melancholic
user_44,track_88,2024-08-08 10:51:13.027715,8,10:51,Happy
user_28,track_49,2024-07-05 10:51:13.027715,9,10:51,Romantic
user_47,track_19,2024-12-11 10:51:13.027715,4,10:51,Happy
user_15,track_89,2024-07-09 10:51:13.027715,10,10:51,Romantic
user_6,track_85,2024-08-16 10:51:13.027715,10,10:51,Romantic
user_44,track_12,2024-10-01 10:51:13.027715,6,10:51,Melancholic
user_20,track_61,2024-02-07 10:51:13.027715,1,10:51,Happy
user_50,track_41,2024-02-09 10:51:13.027715,4,10:51,Calm
user_14,track_33,2024-09-14 10:51:13.027715,7,10:51,Romantic
user_2,track_50,2024-01-30 10:51:13.027715,1,10:51,Dark
user_9,track_68,2024-03-26 10:51:13.027715,8,10:51,Dark
user_37,track_71,2024-04-03 10:51:13.027715,10,10:51,Calm
user_20,track_86,2024-11-16 10:51:13.027715,6,10:51,Dark
user_26,track_33,2024-09-21 10:51:13.027715,5,10:51,Energetic
user_29,track_81,2024-09-20 10:51:13.027715,10,10:51,Romantic
user_1,track_24,2024-02-23 10:51:13.027715,9,10:51,Calm
user_35,track_61,2024-10-16 10:51:13.027715,2,10:51,Happy
user_6,track_61,2024-02-10 10:51:13.027715,5,10:51,Romantic
user_37,track_98,2024-05-02 10:51:13.027715,6,10:51,Calm
user_5,track_28,2024-01-25 10:51:13.027715,7,10:51,Melancholic
user_33,track_58,2024-08-09 10:51:13.027715,5,10:51,Happy
user_49,track_43,2024-10-09 10:51:13.027715,9,10:51,Melancholic
user_14,track_41,2024-11-19 10:51:13.027715,1,10:51,Romantic
user_12,track_39,2024-12-23 10:51:13.027715,7,10:51,Happy
user_42,track_86,2024-03-03 10:51:13.027715,10,10:51,Dark
user_20,track_49,2024-02-08 10:51:13.027715,7,10:51,Calm
user_50,track_17,2024-10-25 10:51:13.027715,4,10:51,Romantic
user_24,track_98,2024-02-08 10:51:13.027715,9,10:51,Energetic
user_43,track_70,2024-01-10 10:51:13.027715,5,10:51,Happy
user_34,track_70,2024-01-31 10:51:13.027715,4,10:51,Happy
user_25,track_98,2024-04-01 10:51:13.027715,7,10:51,Romantic
user_50,track_65,2023-12-29 10:51:13.027715,4,10:51,Romantic
user_29,track_74,2024-05-09 10:51:13.027715,3,10:51,Melancholic
user_39,track_85,2024-03-29 10:51:13.027715,9,10:51,Dark
user_31,track_5,2024-02-12 10:51:13.027715,8,10:51,Melancholic
user_47,track_2,2024-03-13 10:51:13.027715,1,10:51,Melancholic
user_43,track_22,2024-03-08 10:51:13.027715,7,10:51,Dark
user_50,track_57,2024-05-25 10:51:13.027715,9,10:51,Energetic
user_23,track_66,2024-07-12 10:51:13.027715,8,10:51,Melancholic
user_44,track_74,2024-12-19 10:51:13.027715,8,10:51,Melancholic
user_38,track_98,2024-01-20 10:51:13.027715,6,10:51,Happy
user_20,track_16,2024-10-07 10:51:13.027715,4,10:51,Dark
user_23,track_51,2024-10-23 10:51:13.027715,8,10:51,Calm
user_45,track_39,2024-08-14 10:51:13.027715,3,10:51,Energetic
user_16,track_86,2024-09-26 10:51:13.027715,9,10:51,Energetic
user_50,track_76,2024-05-01 10:51:13.027715,2,10:51,Dark
user_42,track_88,2024-11-12 10:51:13.027715,2,10:51,Romantic
user_8,track_40,2024-09-26 10:51:13.027715,7,10:51,Romantic
user_50,track_38,2024-03-03 10:51:13.027715,10,10:51,Happy
user_21,track_60,2024-01-31 10:51:13.027715,4,10:51,Happy
user_1,track_59,2024-03-04 10:51:13.027715,10,10:51,Dark
user_8,track_10,2024-09-11 10:51:13.027715,8,10:51,Happy
user_29,track_99,2024-12-10 10:51:13.027715,9,10:51,Energetic
user_32,track_64,2024-03-11 10:51:13.027715,7,10:51,Energetic
user_38,track_63,2024-06-28 10:51:13.027715,5,10:51,Calm
user_5,track_49,2024-08-21 10:51:13.027715,8,10:51,Romantic
user_47,track_64,2024-01-06 10:51:13.027715,4,10:51,Dark
user_22,track_32,2024-12-01 10:51:13.027715,2,10:51,Melancholic
user_47,track_7,2024-10-22 10:51:13.027715,6,10:51,Romantic
user_34,track_21,2024-08-03 10:51:13.027715,9,10:51,Melancholic
user_1,track_20,2024-07-24 10:51:13.027715,1,10:51,Calm
user_26,track_26,2024-08-01 10:51:13.027715,10,10:51,Calm
user_43,track_68,2024-05-13 10:51:13.027715,7,10:51,Happy
user_10,track_86,2024-02-19 10:51:13.027715,10,10:51,Calm
user_30,track_15,2024-09-11 10:51:13.027715,9,10:51,Calm
user_50,track_85,2024-09-11 10:51:13.027715,10,10:51,Melancholic
user_18,track_79,2024-11-15 10:51:13.027715,9,10:51,Happy
user_17,track_86,2024-06-09 10:51:13.027715,10,10:51,Calm
user_26,track_92,2024-08-12 10:51:13.027715,3,10:51,Romantic
user_8,track_14,2024-10-18 10:51:13.027715,5,10:51,Calm
user_47,track_27,2024-06-28 10:51:13.027715,8,10:51,Happy
user_40,track_40,2024-11-12 10:51:13.027715,8,10:51,Dark
user_49,track_58,2024-12-09 10:51:13.027715,4,10:51,Happy
user_12,track_28,2024-09-04 10:51:13.027715,1,10:51,Melancholic
user_27,track_26,2024-07-20 10:51:13.027715,1,10:51,Dark
user_8,track_63,2024-03-10 10:51:13.027715,4,10:51,Romantic
user_25,track_66,2024-05-07 10:51:13.027715,6,10:51,Energetic
user_46,track_25,2024-07-20 10:51:13.027715,8,10:51,Happy
user_4,track_3,2024-11-16 10:51:13.027715,6,10:51,Melancholic
user_33,track_72,2024-09-18 10:51:13.027715,9,10:51,Romantic
user_1,track_44,2024-03-10 10:51:13.027715,9,10:51,Dark
user_19,track_97,2024-04-14 10:51:13.027715,2,10:51,Romantic
user_31,track_42,2024-06-11 10:51:13.027715,10,10:51,Happy
user_16,track_99,2024-09-29 10:51:13.027715,1,10:51,Calm
user_14,track_6,2024-02-06 10:51:13.027715,2,10:51,Happy
user_48,track_39,2024-12-14 10:51:13.027715,5,10:51,Energetic
user_5,track_52,2024-12-19 10:51:13.027715,4,10:51,Happy
user_41,track_23,2024-08-23 10:51:13.027715,4,10:51,Dark
user_26,track_89,2024-01-29 10:51:13.027715,9,10:51,Dark
user_28,track_50,2024-01-06 10:51:13.027715,8,10:51,Happy
user_2,track_43,2024-08-28 10:51:13.027715,6,10:51,Dark
user_50,track_19,2024-03-05 10:51:13.027715,1,10:51,Calm
user_6,track_69,2024-07-18 10:51:13.027715,2,10:51,Romantic
user_9,track_51,2024-02-25 10:51:13.027715,6,10:51,Happy
user_33,track_11,2024-05-10 10:51:13.027715,2,10:51,Calm
user_41,track_12,2023-12-25 10:51:13.027715,10,10:51,Romantic
user_25,track_74,2024-05-22 10:51:13.027715,5,10:51,Romantic
user_48,track_8,2024-06-23 10:51:13.027715,5,10:51,Calm
user_13,track_24,2024-12-09 10:51:13.027715,6,10:51,Melancholic
user_9,track_92,2024-07-20 10:51:13.027715,6,10:51,Happy
user_13,track_41,2024-08-10 10:51:13.027715,6,10:51,Romantic
user_31,track_36,2024-04-07 10:51:13.027715,2,10:51,Romantic
user_41,track_85,2024-07-20 10:51:13.027715,10,10:51,Dark
user_11,track_72,2024-11-07 10:51:13.027715,3,10:51,Romantic
user_4,track_55,2024-02-04 10:51:13.027715,6,10:51,Calm
user_34,track_9,2024-01-27 10:51:13.027715,8,10:51,Romantic
user_38,track_47,2024-07-04 10:51:13.027715,1,10:51,Melancholic
user_46,track_15,2024-08-16 10:51:13.027715,1,10:51,Happy
user_4,track_48,2024-09-20 10:51:13.027715,2,10:51,Happy
user_38,track_82,2024-08-31 10:51:13.027715,6,10:51,Romantic
user_19,track_42,2024-04-25 10:51:13.027715,9,10:51,Energetic
user_6,track_60,2024-03-07 10:51:13.027715,4,10:51,Energetic
user_34,track_84,2024-03-17 10:51:13.027715,3,10:51,Calm
user_18,track_70,2024-02-29 10:51:13.027715,8,10:51,Energetic
user_13,track_12,2024-03-16 10:51:13.027715,10,10:51,Calm
user_41,track_2,2024-10-16 10:51:13.027715,9,10:51,Dark
user_23,track_7,2024-07-29 10:51:13.027715,5,10:51,Calm
user_19,track_80,2024-12-13 10:51:13.027715,9,10:51,Energetic
user_45,track_3,2024-04-14 10:51:13.027715,2,10:51,Romantic
user_11,track_3,2024-01-29 10:51:13.027715,3,10:51,Dark
user_1,track_27,2023-12-30 10:51:13.027715,7,10:51,Energetic
user_24,track_40,2024-11-16 10:51:13.027715,7,10:51,Calm
user_7,track_33,2024-08-12 10:51:13.027715,6,10:51,Melancholic
user_25,track_92,2024-06-07 10:51:13.027715,6,10:51,Happy
user_21,track_1,2024-12-01 10:51:13.027715,2,10:51,Energetic
user_15,track_8,2024-02-25 10:51:13.027715,10,10:51,Calm
user_1,track_32,2024-01-13 10:51:13.027715,6,10:51,Dark
user_12,track_48,2024-02-26 10:51:13.027715,4,10:51,Energetic
user_7,track_4,2023-12-27 10:51:13.027715,3,10:51,Energetic
user_15,track_94,2024-05-20 10:51:13.027715,2,10:51,Happy
user_21,track_70,2024-08-05 10:51:13.027715,1,10:51,Calm
user_19,track_19,2024-09-11 10:51:13.027715,5,10:51,Melancholic
user_29,track_32,2024-05-28 10:51:13.027715,2,10:51,Dark
user_25,track_9,2024-09-04 10:51:13.027715,2,10:51,Calm
user_33,track_12,2024-09-11 10:51:13.027715,7,10:51,Dark
user_49,track_11,2024-02-12 10:51:13.027715,8,10:51,Energetic
user_32,track_46,2024-07-06 10:51:13.027715,10,10:51,Happy
user_49,track_16,2024-01-03 10:51:13.027715,8,10:51,Happy
user_35,track_1,2024-02-04 10:51:13.027715,4,10:51,Romantic
user_44,track_63,2024-08-13 10:51:13.027715,1,10:51,Melancholic
user_38,track_21,2024-03-06 10:51:13.027715,7,10:51,Happy
user_26,track_30,2024-01-31 10:51:13.027715,1,10:51,Energetic
user_11,track_13,2024-08-19 10:51:13.027715,4,10:51,Melancholic
user_35,track_34,2024-09-09 10:51:13.027715,8,10:51,Calm
user_8,track_4,2024-09-23 10:51:13.027715,2,10:51,Happy
user_46,track_28,2024-03-12 10:51:13.027715,6,10:51,Melancholic
user_14,track_95,2024-11-03 10:51:13.027715,6,10:51,Energetic
user_10,track_59,2024-11-25 10:51:13.027715,9,10:51,Romantic
user_2,track_27,2024-03-03 10:51:13.027715,5,10:51,Dark
user_46,track_69,2024-03-02 10:51:13.027715,10,10:51,Dark
user_9,track_25,2024-05-24 10:51:13.027715,4,10:51,Energetic
user_3,track_3,2024-04-01 10:51:13.027715,5,10:51,Energetic
user_21,track_97,2024-04-11 10:51:13.027715,10,10:51,Dark
user_26,track_68,2024-02-26 10:51:13.027715,5,10:51,Romantic
user_8,track_25,2024-09-14 10:51:13.027715,8,10:51,Melancholic
user_48,track_20,2024-01-13 10:51:13.027715,10,10:51,Dark
user_2,track_34,2024-09-05 10:51:13.027715,8,10:51,Energetic
user_6,track_26,2024-06-25 10:51:13.027715,2,10:51,Happy
user_28,track_5,2024-02-15 10:51:13.027715,7,10:51,Calm
user_29,track_99,2024-12-23 10:51:13.027715,8,10:51,Romantic
user_26,track_61,2024-02-09 10:51:13.027715,6,10:51,Romantic
user_25,track_92,2024-10-30 10:51:13.027715,5,10:51,Happy
user_12,track_93,2024-07-28 10:51:13.027715,9,10:51,Happy
user_5,track_9,2024-02-19 10:51:13.027715,3,10:51,Energetic
user_34,track_50,2024-08-09 10:51:13.027715,10,10:51,Dark
user_48,track_6,2024-06-05 10:51:13.027715,4,10:51,Melancholic
user_37,track_83,2024-02-15 10:51:13.027715,9,10:51,Romantic
user_15,track_60,2024-08-29 10:51:13.027715,6,10:51,Romantic
user_44,track_44,2024-07-23 10:51:13.027715,8,10:51,Happy
user_36,track_11,2024-03-08 10:51:13.027715,7,10:51,Dark
user_15,track_66,2024-10-22 10:51:13.027715,2,10:51,Romantic
user_43,track_47,2024-04-24 10:51:13.027715,3,10:51,Melancholic
user_48,track_73,2024-11-29 10:51:13.027715,1,10:51,Happy
user_23,track_85,2024-09-25 10:51:13.027715,9,10:51,Melancholic
user_6,track_88,2024-10-10 10:51:13.027715,7,10:51,Dark
user_46,track_98,2024-03-05 10:51:13.027715,1,10:51,Romantic
user_50,track_86,2024-05-28 10:51:13.027715,3,10:51,Calm
user_44,track_3,2024-01-12 10:51:13.027715,4,10:51,Romantic
user_43,track_76,2024-12-07 10:51:13.027715,4,10:51,Dark
user_45,track_92,2024-08-18 10:51:13.027715,5,10:51,Romantic
user_21,track_30,2023-12-26 10:51:13.027715,3,10:51,Romantic
user_23,track_90,2024-04-17 10:51:13.027715,3,10:51,Energetic
user_43,track_21,2024-06-28 10:51:13.027715,1,10:51,Romantic
user_16,track_28,2024-06-25 10:51:13.027715,7,10:51,Romantic
user_47,track_90,2024-07-25 10:51:13.027715,10,10:51,Melancholic
user_15,track_62,2024-11-29 10:51:13.027715,1,10:51,Calm
user_25,track_33,2024-06-27 10:51:13.027715,2,10:51,Melancholic
user_36,track_85,2024-06-09 10:51:13.027715,4,10:51,Melancholic
user_11,track_35,2024-01-15 10:51:13.027715,4,10:51,Happy
user_15,track_52,2024-07-16 10:51:13.027715,5,10:51,Energetic
user_4,track_34,2024-06-30 10:51:13.027715,2,10:51,Melancholic
user_21,track_41,2024-03-14 10:51:13.027715,4,10:51,Dark
user_13,track_51,2024-10-22 10:51:13.027715,1,10:51,Dark
user_22,track_47,2024-07-27 10:51:13.027715,2,10:51,Romantic
user_19,track_82,2024-07-23 10:51:13.027715,1,10:51,Happy
user_34,track_58,2024-07-21 10:51:13.027715,10,10:51,Energetic
user_14,track_75,2024-11-05 10:51:13.027715,10,10:51,Energetic
user_4,track_57,2024-01-22 10:51:13.027715,4,10:51,Romantic
user_48,track_23,2024-10-01 10:51:13.027715,4,10:51,Dark
user_46,track_48,2023-12-29 10:51:13.027715,7,10:51,Calm
user_27,track_22,2024-06-30 10:51:13.027715,10,10:51,Happy
user_29,track_17,2024-07-29 10:51:13.027715,9,10:51,Romantic
user_47,track_69,2024-08-28 10:51:13.027715,9,10:51,Happy
user_28,track_11,2024-01-17 10:51:13.027715,5,10:51,Dark
user_35,track_94,2024-10-22 10:51:13.027715,10,10:51,Dark
user_8,track_15,2024-06-18 10:51:13.027715,1,10:51,Calm
user_16,track_91,2023-12-30 10:51:13.027715,1,10:51,Calm
user_42,track_35,2024-11-05 10:51:13.027715,6,10:51,Energetic
user_36,track_33,2024-02-01 10:51:13.027715,2,10:51,Happy
user_30,track_84,2024-04-11 10:51:13.027715,8,10:51,Happy
user_18,track_16,2024-05-14 10:51:13.027715,9,10:51,Dark
user_2,track_34,2024-08-05 10:51:13.027715,4,10:51,Energetic
user_49,track_66,2024-05-23 10:51:13.027715,5,10:51,Romantic
user_13,track_99,2024-05-27 10:51:13.027715,8,10:51,Happy
user_4,track_40,2024-02-10 10:51:13.027715,3,10:51,Energetic
user_26,track_28,2024-11-22 10:51:13.027715,5,10:51,Energetic
user_25,track_47,2024-07-19 10:51:13.027715,3,10:51,Dark
user_30,track_39,2024-03-14 10:51:13.027715,10,10:51,Energetic
user_11,track_70,2024-02-23 10:51:13.027715,3,10:51,Calm
user_7,track_73,2024-03-13 10:51:13.027715,3,10:51,Calm
user_31,track_20,2024-08-02 10:51:13.027715,7,10:51,Melancholic
user_44,track_1,2024-12-05 10:51:13.027715,7,10:51,Dark
user_10,track_72,2024-12-06 10:51:13.027715,7,10:51,Romantic
user_39,track_87,2024-04-11 10:51:13.027715,10,10:51,Melancholic
user_13,track_63,2024-10-07 10:51:13.027715,8,10:51,Calm
user_31,track_67,2024-07-02 10:51:13.027715,5,10:51,Melancholic
user_7,track_4,2024-06-13 10:51:13.027715,5,10:51,Dark
user_49,track_58,2024-09-02 10:51:13.027715,4,10:51,Dark
user_42,track_25,2024-09-01 10:51:13.027715,7,10:51,Energetic
user_42,track_47,2024-05-16 10:51:13.027715,10,10:51,Happy
user_36,track_38,2024-07-11 10:51:13.027715,4,10:51,Energetic
user_20,track_15,2024-02-09 10:51:13.027715,2,10:51,Dark
user_4,track_63,2024-08-14 10:51:13.027715,4,10:51,Calm
user_7,track_21,2024-04-04 10:51:13.027715,8,10:51,Romantic
user_1,track_99,2024-10-30 10:51:13.027715,9,10:51,Calm
user_44,track_57,2023-12-31 10:51:13.027715,3,10:51,Energetic
user_45,track_53,2024-08-15 10:51:13.027715,7,10:51,Romantic
user_42,track_46,2024-03-11 10:51:13.027715,9,10:51,Dark
user_47,track_14,2024-04-02 10:51:13.027715,4,10:51,Calm
user_13,track_100,2024-07-15 10:51:13.027715,10,10:51,Dark
user_22,track_76,2024-09-28 10:51:13.027715,3,10:51,Romantic
